,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
28393,35,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28395,36,private,preschool,1,never-married,machine-op-inspct,not-in-family,black,male,0,0,40,puerto-rico,<=50k
28396,30,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,55,united-states,<=50k
28397,39,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,>50k
28398,25,private,some-college,10,never-married,handlers-cleaners,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50k
28399,40,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,35,united-states,<=50k
28400,25,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
28401,33,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,mexico,<=50k
28402,53,federal-gov,some-college,10,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
28403,18,private,11th,7,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k
28404,41,private,hs-grad,9,never-married,machine-op-inspct,unmarried,black,male,0,0,40,united-states,<=50k
28405,25,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k
28406,66,self-emp-not-inc,7th-8th,4,widowed,farming-fishing,unmarried,white,male,0,0,50,united-states,<=50k
28407,53,private,some-college,10,divorced,adm-clerical,unmarried,white,female,1471,0,40,united-states,<=50k
28408,27,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28409,28,private,hs-grad,9,separated,sales,unmarried,black,female,0,0,40,united-states,<=50k
28410,23,private,hs-grad,9,never-married,handlers-cleaners,own-child,black,male,0,0,40,united-states,<=50k
28411,29,self-emp-not-inc,10th,6,divorced,craft-repair,not-in-family,white,male,0,0,80,united-states,<=50k
28412,26,private,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50k
28413,26,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,42,united-states,<=50k
28414,26,private,9th,5,never-married,other-service,not-in-family,white,male,0,0,35,united-states,<=50k
28415,38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28416,36,private,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,mexico,<=50k
28417,34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,15024,0,45,united-states,>50k
28418,32,federal-gov,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
28419,57,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k
28420,31,private,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28421,38,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,38,united-states,<=50k
28422,39,private,hs-grad,9,divorced,other-service,not-in-family,other,female,0,0,40,dominican-republic,<=50k
28423,35,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2377,40,united-states,<=50k
28424,18,private,11th,7,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
28426,28,private,hs-grad,9,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50k
28427,41,self-emp-not-inc,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,55,united-states,<=50k
28428,39,federal-gov,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
28429,31,federal-gov,some-college,10,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k
28430,38,state-gov,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,38,united-states,<=50k
28432,27,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28433,42,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,1902,55,india,>50k
28434,46,private,bachelors,13,separated,prof-specialty,unmarried,black,female,0,0,36,united-states,<=50k
28435,20,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28436,42,private,some-college,10,divorced,prof-specialty,unmarried,white,female,0,0,20,united-states,<=50k
28437,69,private,hs-grad,9,widowed,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
28438,47,federal-gov,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50k
28439,49,state-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50k
28440,20,private,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,30,united-states,<=50k
28441,52,private,5th-6th,3,married-civ-spouse,sales,wife,white,female,0,0,15,el-salvador,<=50k
28442,33,private,5th-6th,3,married-civ-spouse,other-service,husband,white,male,0,0,59,mexico,<=50k
28443,18,private,11th,7,never-married,other-service,own-child,white,female,0,0,6,united-states,<=50k
28444,55,self-emp-not-inc,hs-grad,9,separated,farming-fishing,unmarried,white,female,0,0,55,united-states,<=50k
28445,61,private,7th-8th,4,married-civ-spouse,farming-fishing,husband,black,male,0,0,40,united-states,<=50k
28446,61,federal-gov,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,9386,0,40,united-states,>50k
28447,39,private,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,45,united-states,>50k
28448,30,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28449,61,private,hs-grad,9,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
28450,36,private,assoc-acdm,12,married-civ-spouse,sales,wife,white,female,0,0,15,united-states,<=50k
28451,34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
28452,53,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,4386,0,40,india,>50k
28453,38,private,assoc-voc,11,married-civ-spouse,tech-support,wife,white,female,0,0,36,united-states,>50k
28454,46,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7298,0,50,united-states,>50k
28455,27,local-gov,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
28456,32,self-emp-not-inc,11th,7,separated,handlers-cleaners,unmarried,white,female,0,0,40,nicaragua,<=50k
28457,60,local-gov,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,60,united-states,>50k
28458,23,private,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k
28459,29,private,bachelors,13,never-married,prof-specialty,unmarried,white,female,14344,0,50,united-states,>50k
28460,22,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,50,united-states,<=50k
28461,25,private,hs-grad,9,never-married,sales,own-child,white,male,0,0,35,united-states,<=50k
28462,29,private,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k
28463,90,federal-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,<=50k
28464,37,local-gov,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28465,32,private,hs-grad,9,never-married,craft-repair,own-child,black,male,0,0,38,united-states,<=50k
28466,18,private,hs-grad,9,married-spouse-absent,other-service,own-child,black,male,0,0,40,jamaica,<=50k
28467,35,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,65,united-states,<=50k
28468,50,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,2885,0,40,united-states,<=50k
28469,54,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,5178,0,40,united-states,>50k
28470,43,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
28471,28,self-emp-inc,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,0,0,65,united-states,>50k
28472,51,private,9th,5,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,mexico,<=50k
28473,31,private,some-college,10,never-married,craft-repair,unmarried,white,male,0,0,42,mexico,<=50k
28474,69,private,hs-grad,9,separated,transport-moving,unmarried,black,female,2387,0,40,united-states,<=50k
28475,57,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28477,28,private,10th,6,divorced,machine-op-inspct,own-child,white,female,0,0,40,united-states,<=50k
28479,25,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,95,united-states,<=50k
28480,49,self-emp-not-inc,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,30,columbia,<=50k
28481,52,private,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
28483,32,private,5th-6th,3,married-spouse-absent,craft-repair,other-relative,white,male,0,0,40,el-salvador,<=50k
28484,31,private,some-college,10,never-married,sales,not-in-family,asian-pac-islander,female,0,0,50,united-states,<=50k
28485,30,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,50,united-states,<=50k
28486,24,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k
28487,45,private,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,66,yugoslavia,<=50k
28488,30,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28489,52,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,55,united-states,>50k
28490,42,state-gov,hs-grad,9,divorced,adm-clerical,not-in-family,black,female,0,0,25,united-states,<=50k
28491,49,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
28492,20,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50k
28493,25,private,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28494,41,private,9th,5,married-civ-spouse,other-service,husband,white,male,0,0,55,outlying-us(guam-usvi-etc),<=50k
28495,55,private,hs-grad,9,divorced,sales,unmarried,black,female,0,0,40,united-states,<=50k
28496,31,self-emp-not-inc,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,3137,0,50,united-states,<=50k
28497,25,state-gov,bachelors,13,never-married,protective-serv,not-in-family,black,female,0,0,40,united-states,<=50k
28498,32,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
28499,29,federal-gov,some-college,10,never-married,adm-clerical,other-relative,white,male,0,0,40,united-states,<=50k
28501,52,private,7th-8th,4,widowed,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
28502,19,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50k
28504,43,private,assoc-acdm,12,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
28506,40,self-emp-inc,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k
28507,54,private,1st-4th,2,separated,priv-house-serv,other-relative,white,female,0,0,40,mexico,<=50k
28508,35,private,bachelors,13,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k
28509,34,private,assoc-voc,11,never-married,tech-support,not-in-family,white,female,0,1974,40,united-states,<=50k
28510,35,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
28511,57,private,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,taiwan,>50k
28512,26,private,bachelors,13,never-married,other-service,other-relative,white,female,0,0,40,united-states,<=50k
28513,55,self-emp-not-inc,bachelors,13,widowed,sales,unmarried,white,female,0,0,15,united-states,<=50k
28514,51,private,bachelors,13,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28515,35,private,assoc-acdm,12,never-married,transport-moving,not-in-family,black,male,0,0,30,jamaica,<=50k
28516,31,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
28517,17,private,11th,7,never-married,adm-clerical,own-child,white,female,0,0,8,united-states,<=50k
28518,38,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k
28519,39,federal-gov,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1887,50,united-states,>50k
28520,29,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
28521,39,private,assoc-voc,11,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
28522,42,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
28523,46,local-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28524,73,private,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,25,united-states,<=50k
28525,47,local-gov,some-college,10,divorced,prof-specialty,not-in-family,white,female,0,1876,40,united-states,<=50k
28526,28,private,hs-grad,9,never-married,sales,unmarried,white,female,0,0,70,united-states,<=50k
28527,27,private,10th,6,never-married,sales,other-relative,white,male,0,1980,40,united-states,<=50k
28528,38,private,prof-school,15,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
28529,19,private,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,35,united-states,<=50k
28530,60,local-gov,assoc-voc,11,divorced,prof-specialty,unmarried,white,male,0,0,40,united-states,>50k
28531,24,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
28532,52,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28533,36,private,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50k
28534,26,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,canada,<=50k
28535,28,state-gov,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,16,united-states,<=50k
28536,38,self-emp-inc,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k
28537,47,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28538,50,private,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,>50k
28539,27,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
28540,47,private,some-college,10,widowed,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
28541,36,private,10th,6,married-civ-spouse,machine-op-inspct,own-child,white,female,3464,0,40,united-states,<=50k
28542,49,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50k
28544,63,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
28545,36,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,>50k
28546,42,private,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50k
28547,28,private,masters,14,never-married,exec-managerial,not-in-family,black,female,0,0,45,united-states,<=50k
28549,38,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,22,united-states,<=50k
